epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,43722.1,2.19384,1.06854,1.06514,0.57405,0.53635,0.46463,0.12669,2.8733,1.45465,1.39577,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427
129,44062,2.17735,1.05356,1.06684,0.57942,0.5396,0.47042,0.12681,2.8948,1.46228,1.39627,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
130,44399.2,2.17056,1.05578,1.0661,0.57155,0.53481,0.46114,0.12513,2.89879,1.45351,1.41385,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229
131,44736.4,2.18055,1.05117,1.06818,0.5795,0.53688,0.46639,0.12598,2.89409,1.45151,1.3986,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
132,45081.1,2.17416,1.05122,1.06993,0.57617,0.5337,0.46719,0.12889,2.909,1.44592,1.41761,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031
133,45422.7,2.16006,1.04567,1.06104,0.58392,0.5374,0.46856,0.12795,2.88328,1.42801,1.40467,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
134,45767.4,2.16029,1.04148,1.06852,0.57686,0.53445,0.46654,0.12718,2.89382,1.42926,1.40925,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833
135,46108.2,2.16238,1.04156,1.05873,0.56741,0.53108,0.45673,0.12467,2.88801,1.45877,1.39922,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
136,46450.3,2.15747,1.04614,1.06314,0.56761,0.52557,0.45178,0.12186,2.91719,1.434,1.43226,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635
137,46796,2.14712,1.0305,1.05489,0.57156,0.53346,0.45402,0.1227,2.92345,1.43644,1.43926,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
138,47135.9,2.15067,1.02988,1.05508,0.56275,0.52534,0.44794,0.1221,2.89226,1.44249,1.40923,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437
139,47477.9,2.14613,1.04148,1.06242,0.57099,0.52757,0.45632,0.12457,2.90587,1.46374,1.41337,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
140,47819.1,2.14111,1.02331,1.0631,0.57509,0.53337,0.46539,0.12669,2.90988,1.44101,1.41429,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239
141,48156.6,2.13796,1.02071,1.05447,0.57222,0.52246,0.45403,0.12358,2.92087,1.43916,1.42936,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
142,48494.6,2.12614,1.01436,1.05344,0.55894,0.52282,0.44351,0.12152,2.92638,1.4404,1.42246,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041
143,48829.5,2.12508,1.02887,1.05635,0.56758,0.52544,0.44849,0.1222,2.92263,1.44586,1.42311,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
144,49165.6,2.12245,1.0145,1.0525,0.57107,0.53104,0.45953,0.12477,2.90665,1.43005,1.41759,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843
145,49504.9,2.11756,1.01263,1.05042,0.56841,0.52603,0.45014,0.12201,2.94846,1.43278,1.44934,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
146,49839.8,2.11198,1.01245,1.04818,0.57373,0.5279,0.45757,0.12609,2.93058,1.43504,1.43849,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645
